entry,at,order
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:10:39.633Z,169267383963300
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:10:38.767Z,169267383876700
"""Hovz @ HXcCbLW4VE"" calls 1.00",2023-08-22T03:10:37.827Z,169267383782700
"""AP @ QgKoltaull"" bets 1.00",2023-08-22T03:10:34.114Z,169267383411400
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T03:10:31.318Z,169267383131800
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:10:30.473Z,169267383047300
"Flop:  [A♦, K♠, A♠]",2023-08-22T03:10:29.179Z,169267382917900
"""Douglas @ dH7QCutUI5"" calls 2.00",2023-08-22T03:10:28.293Z,169267382829300
"""SamM @ p5lp-8y_RR"" calls 2.00",2023-08-22T03:10:21.401Z,169267382140100
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:10:20.140Z,169267382014000
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:10:19.242Z,169267381924200
"""Hovz @ HXcCbLW4VE"" calls 2.00",2023-08-22T03:10:18.273Z,169267381827300
"""AP @ QgKoltaull"" raises to 2.00",2023-08-22T03:10:12.736Z,169267381273600
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T03:10:06.787Z,169267380678709
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T03:10:06.787Z,169267380678708
"Your hand is 7♣, 8♣",2023-08-22T03:10:06.787Z,169267380678707
"Player stacks: #1 ""AP @ QgKoltaull"" (129.00) | #2 ""Hovz @ HXcCbLW4VE"" (82.00) | #3 ""Dyl @ fezE0bDMz0"" (69.25) | #6 ""Mikky @ GcqIA4bYed"" (126.50) | #8 ""SamM @ p5lp-8y_RR"" (50.50) | #10 ""Douglas @ dH7QCutUI5"" (92.75)",2023-08-22T03:10:06.787Z,169267380678701
"-- starting hand #52 (id: vjospshorunk)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T03:10:06.787Z,169267380678700
"-- ending hand #51 --",2023-08-22T03:10:03.844Z,169267380384402
"""Dyl @ fezE0bDMz0"" collected 17.00 from pot",2023-08-22T03:10:03.844Z,169267380384401
"Uncalled bet of 7.50 returned to ""Dyl @ fezE0bDMz0""",2023-08-22T03:10:03.844Z,169267380384400
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:10:03.008Z,169267380300800
"""Dyl @ fezE0bDMz0"" bets 7.50",2023-08-22T03:09:30.880Z,169267377088000
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:09:17.982Z,169267375798200
"River: 10♠, 5♠, 7♦, 9♣ [2♦]",2023-08-22T03:09:16.337Z,169267375633700
"""SamM @ p5lp-8y_RR"" calls 6.00",2023-08-22T03:09:15.485Z,169267375548500
"""Dyl @ fezE0bDMz0"" raises to 6.00",2023-08-22T03:09:14.166Z,169267375416600
"""SamM @ p5lp-8y_RR"" bets 2.00",2023-08-22T03:09:10.157Z,169267375015700
"Turn: 10♠, 5♠, 7♦ [9♣]",2023-08-22T03:09:06.806Z,169267374680600
"""Dyl @ fezE0bDMz0"" checks",2023-08-22T03:09:05.997Z,169267374599700
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:09:04.208Z,169267374420800
"Flop:  [10♠, 5♠, 7♦]",2023-08-22T03:09:02.903Z,169267374290300
"""SamM @ p5lp-8y_RR"" calls 2.25",2023-08-22T03:09:02.072Z,169267374207200
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:09:00.953Z,169267374095300
"""Dyl @ fezE0bDMz0"" raises to 2.25",2023-08-22T03:08:58.550Z,169267373855000
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:08:52.924Z,169267373292400
"""AP @ QgKoltaull"" folds",2023-08-22T03:08:51.907Z,169267373190700
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:08:44.795Z,169267372479500
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T03:08:43.744Z,169267372374409
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T03:08:43.744Z,169267372374408
"Your hand is 10♦, 8♠",2023-08-22T03:08:43.744Z,169267372374407
"Player stacks: #1 ""AP @ QgKoltaull"" (129.00) | #2 ""Hovz @ HXcCbLW4VE"" (82.00) | #3 ""Dyl @ fezE0bDMz0"" (60.50) | #6 ""Mikky @ GcqIA4bYed"" (127.00) | #8 ""SamM @ p5lp-8y_RR"" (58.75) | #10 ""Douglas @ dH7QCutUI5"" (92.75)",2023-08-22T03:08:43.744Z,169267372374401
"-- starting hand #51 (id: buqbl7mt2tyf)  (No Limit Texas Hold'em) (dealer: ""Dyl @ fezE0bDMz0"") --",2023-08-22T03:08:43.744Z,169267372374400
"-- ending hand #50 --",2023-08-22T03:08:37.723Z,169267371772303
"""AP @ QgKoltaull"" shows a 4♥, A♥.",2023-08-22T03:08:37.723Z,169267371772302
"""Hovz @ HXcCbLW4VE"" collected 22.00 from pot with Pair, 5's (combination: 5♥, 5♠, 9♥, 8♥, 4♦)",2023-08-22T03:08:37.723Z,169267371772301
"""Hovz @ HXcCbLW4VE"" shows a 5♥, 5♠.",2023-08-22T03:08:37.723Z,169267371772300
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T03:08:36.891Z,169267371689100
"""AP @ QgKoltaull"" checks",2023-08-22T03:08:32.077Z,169267371207700
"River: 3♦, 9♥, 2♣, 8♥ [4♦]",2023-08-22T03:08:28.764Z,169267370876400
"""AP @ QgKoltaull"" calls 4.50",2023-08-22T03:08:27.955Z,169267370795500
"""Hovz @ HXcCbLW4VE"" bets 4.50",2023-08-22T03:08:18.582Z,169267369858200
"""AP @ QgKoltaull"" checks",2023-08-22T03:08:13.120Z,169267369312000
"Turn: 3♦, 9♥, 2♣ [8♥]",2023-08-22T03:08:10.433Z,169267369043300
"""AP @ QgKoltaull"" calls 3.25",2023-08-22T03:08:09.553Z,169267368955300
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:08:08.265Z,169267368826500
"""Hovz @ HXcCbLW4VE"" bets 3.25",2023-08-22T03:08:07.155Z,169267368715500
"""AP @ QgKoltaull"" checks",2023-08-22T03:08:04.530Z,169267368453000
"""Mikky @ GcqIA4bYed"" checks",2023-08-22T03:08:02.020Z,169267368202000
"Flop:  [3♦, 9♥, 2♣]",2023-08-22T03:08:00.537Z,169267368053700
"""Mikky @ GcqIA4bYed"" calls 2.00",2023-08-22T03:07:59.717Z,169267367971700
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:07:57.641Z,169267367764100
"""Hovz @ HXcCbLW4VE"" calls 2.00",2023-08-22T03:07:53.976Z,169267367397600
"""AP @ QgKoltaull"" raises to 2.00",2023-08-22T03:07:50.587Z,169267367058700
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:07:48.232Z,169267366823200
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:07:47.256Z,169267366725600
"""Mikky @ GcqIA4bYed"" posts a big blind of 1.00",2023-08-22T03:07:46.375Z,169267366637509
"""Dyl @ fezE0bDMz0"" posts a small blind of 0.50",2023-08-22T03:07:46.375Z,169267366637508
"Your hand is Q♠, 9♣",2023-08-22T03:07:46.375Z,169267366637507
"Player stacks: #1 ""AP @ QgKoltaull"" (138.75) | #2 ""Hovz @ HXcCbLW4VE"" (69.75) | #3 ""Dyl @ fezE0bDMz0"" (61.00) | #6 ""Mikky @ GcqIA4bYed"" (129.00) | #8 ""SamM @ p5lp-8y_RR"" (58.75) | #10 ""Douglas @ dH7QCutUI5"" (92.75)",2023-08-22T03:07:46.375Z,169267366637501
"-- starting hand #50 (id: cb31k94lgklg)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T03:07:46.375Z,169267366637500
"-- ending hand #49 --",2023-08-22T03:07:43.463Z,169267366346302
"""AP @ QgKoltaull"" collected 67.50 from pot",2023-08-22T03:07:43.463Z,169267366346301
"Uncalled bet of 58.75 returned to ""AP @ QgKoltaull""",2023-08-22T03:07:43.463Z,169267366346300
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:07:42.646Z,169267366264600
"""AP @ QgKoltaull"" raises to 71.75",2023-08-22T03:07:36.758Z,169267365675800
"""SamM @ p5lp-8y_RR"" bets 13.00",2023-08-22T03:07:34.514Z,169267365451400
"Flop:  [5♣, A♠, 2♥]",2023-08-22T03:07:30.642Z,169267365064200
"""AP @ QgKoltaull"" calls 20.00",2023-08-22T03:07:29.833Z,169267364983300
"""SamM @ p5lp-8y_RR"" raises to 20.00",2023-08-22T03:07:28.072Z,169267364807200
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:07:21.778Z,169267364177800
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:07:13.754Z,169267363375400
"""AP @ QgKoltaull"" raises to 6.00",2023-08-22T03:07:12.740Z,169267363274000
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:07:08.893Z,169267362889300
"""SamM @ p5lp-8y_RR"" raises to 3.00",2023-08-22T03:07:07.754Z,169267362775400
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:07:06.144Z,169267362614400
"""Dyl @ fezE0bDMz0"" posts a big blind of 1.00",2023-08-22T03:07:04.727Z,169267362472709
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T03:07:04.727Z,169267362472708
"Your hand is 7♥, 8♠",2023-08-22T03:07:04.727Z,169267362472707
"Player stacks: #1 ""AP @ QgKoltaull"" (104.25) | #2 ""Hovz @ HXcCbLW4VE"" (70.25) | #3 ""Dyl @ fezE0bDMz0"" (62.00) | #6 ""Mikky @ GcqIA4bYed"" (129.00) | #8 ""SamM @ p5lp-8y_RR"" (91.75) | #10 ""Douglas @ dH7QCutUI5"" (92.75)",2023-08-22T03:07:04.727Z,169267362472701
"-- starting hand #49 (id: amtyr9xlqlxl)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T03:07:04.727Z,169267362472700
"""AP @ QgKoltaull"" shows a 2♣, J♥.",2023-08-22T03:07:02.987Z,169267362298700
"-- ending hand #48 --",2023-08-22T03:07:01.115Z,169267362111502
"""Dyl @ fezE0bDMz0"" collected 25.00 from pot",2023-08-22T03:07:01.115Z,169267362111501
"Uncalled bet of 12.50 returned to ""Dyl @ fezE0bDMz0""",2023-08-22T03:07:01.115Z,169267362111500
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:07:00.218Z,169267362021800
"""Dyl @ fezE0bDMz0"" bets 12.50",2023-08-22T03:06:58.753Z,169267361875300
"Turn: 6♠, J♠, 5♦ [J♣]",2023-08-22T03:06:50.962Z,169267361096200
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:06:50.079Z,169267361007900
"""SamM @ p5lp-8y_RR"" calls 6.25",2023-08-22T03:06:37.385Z,169267359738500
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:06:35.019Z,169267359501900
"""Dyl @ fezE0bDMz0"" bets 6.25",2023-08-22T03:06:32.232Z,169267359223200
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T03:06:28.474Z,169267358847400
"Flop:  [6♠, J♠, 5♦]",2023-08-22T03:06:26.599Z,169267358659900
"""Hovz @ HXcCbLW4VE"" calls 3.00",2023-08-22T03:06:25.793Z,169267358579300
"""AP @ QgKoltaull"" folds",2023-08-22T03:06:23.132Z,169267358313200
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:06:22.310Z,169267358231000
"""SamM @ p5lp-8y_RR"" calls 3.00",2023-08-22T03:06:18.042Z,169267357804200
"""Mikky @ GcqIA4bYed"" calls 3.00",2023-08-22T03:06:16.639Z,169267357663900
"""Dyl @ fezE0bDMz0"" raises to 3.00",2023-08-22T03:06:12.923Z,169267357292300
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T03:06:06.372Z,169267356637209
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T03:06:06.372Z,169267356637208
"Your hand is 5♥, 3♣",2023-08-22T03:06:06.372Z,169267356637207
"Player stacks: #1 ""AP @ QgKoltaull"" (104.75) | #2 ""Hovz @ HXcCbLW4VE"" (73.25) | #3 ""Dyl @ fezE0bDMz0"" (46.25) | #6 ""Mikky @ GcqIA4bYed"" (132.00) | #8 ""SamM @ p5lp-8y_RR"" (101.00) | #10 ""Douglas @ dH7QCutUI5"" (92.75)",2023-08-22T03:06:06.372Z,169267356637201
"-- starting hand #48 (id: wobdbgvz6mos)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T03:06:06.372Z,169267356637200
"-- ending hand #47 --",2023-08-22T03:06:03.426Z,169267356342602
"""SamM @ p5lp-8y_RR"" collected 3.50 from pot",2023-08-22T03:06:03.426Z,169267356342601
"Uncalled bet of 3.00 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T03:06:03.426Z,169267356342600
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:06:02.584Z,169267356258400
"""AP @ QgKoltaull"" folds",2023-08-22T03:06:00.300Z,169267356030000
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:05:56.358Z,169267355635800
"""SamM @ p5lp-8y_RR"" raises to 4.00",2023-08-22T03:05:55.412Z,169267355541200
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:05:51.582Z,169267355158200
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:05:50.604Z,169267355060400
"""Hovz @ HXcCbLW4VE"" calls 1.00",2023-08-22T03:05:49.614Z,169267354961400
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T03:05:46.507Z,169267354650709
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T03:05:46.507Z,169267354650708
"Your hand is 7♠, 10♥",2023-08-22T03:05:46.507Z,169267354650707
"Player stacks: #1 ""AP @ QgKoltaull"" (105.75) | #2 ""Hovz @ HXcCbLW4VE"" (74.25) | #3 ""Dyl @ fezE0bDMz0"" (46.25) | #6 ""Mikky @ GcqIA4bYed"" (132.00) | #8 ""SamM @ p5lp-8y_RR"" (98.50) | #10 ""Douglas @ dH7QCutUI5"" (93.25)",2023-08-22T03:05:46.507Z,169267354650701
"-- starting hand #47 (id: ync3dchbihyz)  (No Limit Texas Hold'em) (dealer: ""SamM @ p5lp-8y_RR"") --",2023-08-22T03:05:46.507Z,169267354650700
"-- ending hand #46 --",2023-08-22T03:05:43.580Z,169267354358002
"""Hovz @ HXcCbLW4VE"" collected 2.50 from pot",2023-08-22T03:05:43.580Z,169267354358001
"Uncalled bet of 1.50 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T03:05:43.580Z,169267354358000
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:05:42.749Z,169267354274900
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:05:22.666Z,169267352266600
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:05:20.753Z,169267352075300
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:05:19.830Z,169267351983000
"""Hovz @ HXcCbLW4VE"" raises to 2.50",2023-08-22T03:05:17.547Z,169267351754700
"""AP @ QgKoltaull"" folds",2023-08-22T03:05:11.992Z,169267351199200
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T03:04:49.341Z,169267348934109
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T03:04:49.341Z,169267348934108
"Your hand is 10♦, 3♦",2023-08-22T03:04:49.341Z,169267348934107
"Player stacks: #1 ""AP @ QgKoltaull"" (105.75) | #2 ""Hovz @ HXcCbLW4VE"" (72.75) | #3 ""Dyl @ fezE0bDMz0"" (46.25) | #6 ""Mikky @ GcqIA4bYed"" (132.00) | #8 ""SamM @ p5lp-8y_RR"" (99.00) | #10 ""Douglas @ dH7QCutUI5"" (94.25)",2023-08-22T03:04:49.341Z,169267348934101
"-- starting hand #46 (id: njububk2hasf)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T03:04:49.341Z,169267348934100
"-- ending hand #45 --",2023-08-22T03:04:46.333Z,169267348633302
"""Hovz @ HXcCbLW4VE"" collected 8.00 from pot",2023-08-22T03:04:46.333Z,169267348633301
"Uncalled bet of 4.00 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T03:04:46.333Z,169267348633300
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:04:45.418Z,169267348541800
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:04:44.464Z,169267348446400
"""Hovz @ HXcCbLW4VE"" bets 4.00",2023-08-22T03:04:42.892Z,169267348289200
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:04:39.865Z,169267347986500
"Flop:  [5♠, 10♦, 9♠]",2023-08-22T03:04:38.805Z,169267347880500
"""SamM @ p5lp-8y_RR"" calls 2.50",2023-08-22T03:04:37.972Z,169267347797200
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:04:36.921Z,169267347692100
"""Dyl @ fezE0bDMz0"" calls 2.50",2023-08-22T03:04:32.889Z,169267347288900
"""Hovz @ HXcCbLW4VE"" raises to 2.50",2023-08-22T03:04:30.851Z,169267347085100
"""AP @ QgKoltaull"" folds",2023-08-22T03:04:26.849Z,169267346684900
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:04:22.697Z,169267346269700
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T03:04:19.088Z,169267345908809
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T03:04:19.088Z,169267345908808
"Your hand is 6♠, 8♠",2023-08-22T03:04:19.088Z,169267345908807
"Player stacks: #1 ""AP @ QgKoltaull"" (105.75) | #2 ""Hovz @ HXcCbLW4VE"" (67.25) | #3 ""Dyl @ fezE0bDMz0"" (48.75) | #6 ""Mikky @ GcqIA4bYed"" (132.50) | #8 ""SamM @ p5lp-8y_RR"" (101.50) | #10 ""Douglas @ dH7QCutUI5"" (94.25)",2023-08-22T03:04:19.088Z,169267345908801
"-- starting hand #45 (id: cz3djhd9e76y)  (No Limit Texas Hold'em) (dealer: ""Dyl @ fezE0bDMz0"") --",2023-08-22T03:04:19.088Z,169267345908800
"-- ending hand #44 --",2023-08-22T03:04:16.144Z,169267345614402
"""Hovz @ HXcCbLW4VE"" collected 5.50 from pot",2023-08-22T03:04:16.144Z,169267345614401
"Uncalled bet of 4.00 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T03:04:16.144Z,169267345614400
"""AP @ QgKoltaull"" folds",2023-08-22T03:04:15.312Z,169267345531200
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:04:14.233Z,169267345423300
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:04:13.362Z,169267345336200
"""Hovz @ HXcCbLW4VE"" raises to 6.00",2023-08-22T03:04:04.831Z,169267344483100
"""AP @ QgKoltaull"" raises to 2.00",2023-08-22T03:03:55.957Z,169267343595700
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:03:53.474Z,169267343347400
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:03:52.609Z,169267343260900
"""Mikky @ GcqIA4bYed"" posts a big blind of 1.00",2023-08-22T03:03:51.440Z,169267343144009
"""Dyl @ fezE0bDMz0"" posts a small blind of 0.50",2023-08-22T03:03:51.440Z,169267343144008
"Your hand is 2♠, 10♦",2023-08-22T03:03:51.440Z,169267343144007
"Player stacks: #1 ""AP @ QgKoltaull"" (107.75) | #2 ""Hovz @ HXcCbLW4VE"" (63.75) | #3 ""Dyl @ fezE0bDMz0"" (49.25) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (101.50) | #10 ""Douglas @ dH7QCutUI5"" (94.25)",2023-08-22T03:03:51.440Z,169267343144001
"-- starting hand #44 (id: n2wxpjb17z8e)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T03:03:51.440Z,169267343144000
"-- ending hand #43 --",2023-08-22T03:03:45.417Z,169267342541703
"""Dyl @ fezE0bDMz0"" shows a J♦, 10♣.",2023-08-22T03:03:45.417Z,169267342541702
"""Douglas @ dH7QCutUI5"" collected 21.00 from pot with Pair, Q's (combination: Q♠, Q♣, A♦, 10♠, 8♣)",2023-08-22T03:03:45.417Z,169267342541701
"""Douglas @ dH7QCutUI5"" shows a Q♠, A♦.",2023-08-22T03:03:45.417Z,169267342541700
"""Douglas @ dH7QCutUI5"" calls 4.25",2023-08-22T03:03:44.573Z,169267342457300
"""Dyl @ fezE0bDMz0"" bets 4.25",2023-08-22T03:03:42.477Z,169267342247700
"River: 5♦, 8♣, 10♠, Q♣ [7♦]",2023-08-22T03:03:37.988Z,169267341798800
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T03:03:37.119Z,169267341711900
"""Dyl @ fezE0bDMz0"" checks",2023-08-22T03:03:35.350Z,169267341535000
"Turn: 5♦, 8♣, 10♠ [Q♣]",2023-08-22T03:03:33.320Z,169267341332000
"""Douglas @ dH7QCutUI5"" calls 3.00",2023-08-22T03:03:32.491Z,169267341249100
"""Dyl @ fezE0bDMz0"" bets 3.00",2023-08-22T03:03:28.121Z,169267340812100
"Flop:  [5♦, 8♣, 10♠]",2023-08-22T03:03:23.885Z,169267340388500
"""Dyl @ fezE0bDMz0"" calls 3.00",2023-08-22T03:03:23.070Z,169267340307000
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:03:21.600Z,169267340160000
"""AP @ QgKoltaull"" folds",2023-08-22T03:03:20.412Z,169267340041200
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T03:03:19.542Z,169267339954200
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:03:15.336Z,169267339533600
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:03:14.406Z,169267339440600
"""Dyl @ fezE0bDMz0"" posts a big blind of 1.00",2023-08-22T03:03:12.666Z,169267339266609
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T03:03:12.666Z,169267339266608
"Your hand is Q♠, A♦",2023-08-22T03:03:12.666Z,169267339266607
"Player stacks: #1 ""AP @ QgKoltaull"" (107.75) | #2 ""Hovz @ HXcCbLW4VE"" (64.25) | #3 ""Dyl @ fezE0bDMz0"" (59.50) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (101.50) | #10 ""Douglas @ dH7QCutUI5"" (83.50)",2023-08-22T03:03:12.666Z,169267339266601
"-- starting hand #43 (id: a231gyf7rxj5)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T03:03:12.666Z,169267339266600
"-- ending hand #42 --",2023-08-22T03:03:09.749Z,169267338974902
"""AP @ QgKoltaull"" collected 7.00 from pot",2023-08-22T03:03:09.749Z,169267338974901
"Uncalled bet of 6.00 returned to ""AP @ QgKoltaull""",2023-08-22T03:03:09.749Z,169267338974900
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:03:08.938Z,169267338893800
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:03:08.043Z,169267338804300
"""AP @ QgKoltaull"" raises to 9.00",2023-08-22T03:03:06.674Z,169267338667400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:02:59.582Z,169267337958200
"""SamM @ p5lp-8y_RR"" raises to 3.00",2023-08-22T03:02:41.263Z,169267336126300
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:02:38.783Z,169267335878300
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:02:37.887Z,169267335788700
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T03:02:33.933Z,169267335393309
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T03:02:33.933Z,169267335393308
"Your hand is 3♦, K♥",2023-08-22T03:02:33.933Z,169267335393307
"Player stacks: #1 ""AP @ QgKoltaull"" (103.75) | #2 ""Hovz @ HXcCbLW4VE"" (65.25) | #3 ""Dyl @ fezE0bDMz0"" (59.50) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (104.50) | #10 ""Douglas @ dH7QCutUI5"" (83.50)",2023-08-22T03:02:33.933Z,169267335393301
"-- starting hand #42 (id: dvweagql39ro)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T03:02:33.933Z,169267335393300
"""AP @ QgKoltaull"" shows a 6♥, 7♦.",2023-08-22T03:02:31.287Z,169267335128700
"-- ending hand #41 --",2023-08-22T03:02:30.327Z,169267335032702
"""AP @ QgKoltaull"" collected 2.50 from pot",2023-08-22T03:02:30.327Z,169267335032701
"Uncalled bet of 1.00 returned to ""AP @ QgKoltaull""",2023-08-22T03:02:30.327Z,169267335032700
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:02:29.470Z,169267334947000
"""AP @ QgKoltaull"" bets 1.00",2023-08-22T03:02:19.703Z,169267333970300
"Flop:  [4♠, 7♠, 10♠]",2023-08-22T03:02:15.651Z,169267333565100
"""AP @ QgKoltaull"" checks",2023-08-22T03:02:14.780Z,169267333478000
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:02:12.687Z,169267333268700
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:02:11.834Z,169267333183400
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:02:10.923Z,169267333092300
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:02:09.994Z,169267332999400
"""Hovz @ HXcCbLW4VE"" calls 1.00",2023-08-22T03:02:09.088Z,169267332908800
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T03:02:01.642Z,169267332164209
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T03:02:01.642Z,169267332164208
"Your hand is Q♠, 4♦",2023-08-22T03:02:01.642Z,169267332164207
"Player stacks: #1 ""AP @ QgKoltaull"" (102.25) | #2 ""Hovz @ HXcCbLW4VE"" (66.25) | #3 ""Dyl @ fezE0bDMz0"" (59.50) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (104.50) | #10 ""Douglas @ dH7QCutUI5"" (84.00)",2023-08-22T03:02:01.642Z,169267332164201
"-- starting hand #41 (id: g4tvsjwfexfl)  (No Limit Texas Hold'em) (dealer: ""SamM @ p5lp-8y_RR"") --",2023-08-22T03:02:01.642Z,169267332164200
"""Mikky @ GcqIA4bYed"" shows a Q♣, 2♣.",2023-08-22T03:01:59.866Z,169267331986600
"-- ending hand #40 --",2023-08-22T03:01:58.011Z,169267331801102
"""Mikky @ GcqIA4bYed"" collected 2.50 from pot",2023-08-22T03:01:58.011Z,169267331801101
"Uncalled bet of 1.50 returned to ""Mikky @ GcqIA4bYed""",2023-08-22T03:01:58.011Z,169267331801100
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:01:57.127Z,169267331712700
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:01:54.602Z,169267331460200
"""Mikky @ GcqIA4bYed"" raises to 2.50",2023-08-22T03:01:51.332Z,169267331133200
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:01:47.946Z,169267330794600
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:01:47.046Z,169267330704600
"""AP @ QgKoltaull"" folds",2023-08-22T03:01:46.012Z,169267330601200
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T03:01:43.697Z,169267330369709
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T03:01:43.697Z,169267330369708
