entry,at,order
"Your hand is 8♠, 4♦",2023-08-22T03:01:43.697Z,169267330369707
"Player stacks: #1 ""AP @ QgKoltaull"" (102.25) | #2 ""Hovz @ HXcCbLW4VE"" (66.25) | #3 ""Dyl @ fezE0bDMz0"" (59.50) | #6 ""Mikky @ GcqIA4bYed"" (132.00) | #8 ""SamM @ p5lp-8y_RR"" (105.00) | #10 ""Douglas @ dH7QCutUI5"" (85.00)",2023-08-22T03:01:43.697Z,169267330369701
"-- starting hand #40 (id: ljxdhfepzd1n)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T03:01:43.697Z,169267330369700
"-- ending hand #39 --",2023-08-22T03:01:40.786Z,169267330078602
"""Dyl @ fezE0bDMz0"" collected 8.00 from pot",2023-08-22T03:01:40.786Z,169267330078601
"Uncalled bet of 4.00 returned to ""Dyl @ fezE0bDMz0""",2023-08-22T03:01:40.786Z,169267330078600
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T03:01:39.887Z,169267329988700
"""Dyl @ fezE0bDMz0"" bets 4.00",2023-08-22T03:01:38.827Z,169267329882700
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T03:01:35.558Z,169267329555800
"Flop:  [6♣, K♣, 6♠]",2023-08-22T03:01:33.422Z,169267329342200
"""Hovz @ HXcCbLW4VE"" calls 3.00",2023-08-22T03:01:32.619Z,169267329261900
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:01:28.970Z,169267328897000
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:01:28.045Z,169267328804500
"""Dyl @ fezE0bDMz0"" raises to 3.00",2023-08-22T03:01:25.566Z,169267328556600
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T03:01:12.826Z,169267327282600
"""AP @ QgKoltaull"" folds",2023-08-22T03:01:11.149Z,169267327114900
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:01:09.474Z,169267326947400
"""Hovz @ HXcCbLW4VE"" posts a missed big blind of 1.00",2023-08-22T03:01:08.072Z,169267326807212
"""Hovz @ HXcCbLW4VE"" posts a missing small blind of 0.50",2023-08-22T03:01:08.072Z,169267326807211
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T03:01:08.072Z,169267326807210
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T03:01:08.072Z,169267326807209
"Your hand is 2♥, 5♠",2023-08-22T03:01:08.072Z,169267326807208
"Player stacks: #1 ""AP @ QgKoltaull"" (102.25) | #2 ""Hovz @ HXcCbLW4VE"" (69.75) | #3 ""Dyl @ fezE0bDMz0"" (54.50) | #6 ""Mikky @ GcqIA4bYed"" (132.50) | #8 ""SamM @ p5lp-8y_RR"" (106.00) | #10 ""Douglas @ dH7QCutUI5"" (85.00)",2023-08-22T03:01:08.072Z,169267326807202
"-- starting hand #39 (id: ftfa2pyuzwt2)  (No Limit Texas Hold'em) (dealer: ""Dyl @ fezE0bDMz0"") --",2023-08-22T03:01:08.072Z,169267326807201
"The player ""Hovz @ HXcCbLW4VE"" joined the game with a stack of 69.75.",2023-08-22T03:01:08.072Z,169267326807200
"""SamM @ p5lp-8y_RR"" shows a K♠, 10♣.",2023-08-22T03:01:06.101Z,169267326610100
"""AP @ QgKoltaull"" shows a A♠, K♣.",2023-08-22T03:01:04.494Z,169267326449400
"-- ending hand #38 --",2023-08-22T03:01:03.754Z,169267326375402
"""AP @ QgKoltaull"" collected 24.50 from pot",2023-08-22T03:01:03.754Z,169267326375401
"Uncalled bet of 15.00 returned to ""AP @ QgKoltaull""",2023-08-22T03:01:03.754Z,169267326375400
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:01:02.891Z,169267326289100
"""AP @ QgKoltaull"" bets 15.00",2023-08-22T03:00:44.083Z,169267324408300
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:00:35.048Z,169267323504800
"River: A♦, A♥, 6♥, A♣ [4♦]",2023-08-22T03:00:34.127Z,169267323412700
"""SamM @ p5lp-8y_RR"" calls 4.00",2023-08-22T03:00:33.266Z,169267323326600
"""AP @ QgKoltaull"" bets 4.00",2023-08-22T03:00:32.232Z,169267323223200
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:00:27.427Z,169267322742700
"The player ""Hovz @ HXcCbLW4VE"" sit back with the stack of 69.75.",2023-08-22T03:00:27.336Z,169267322733600
"Turn: A♦, A♥, 6♥ [A♣]",2023-08-22T03:00:26.489Z,169267322648900
"""AP @ QgKoltaull"" checks",2023-08-22T03:00:25.567Z,169267322556700
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:00:21.710Z,169267322171000
"Flop:  [A♦, A♥, 6♥]",2023-08-22T03:00:20.339Z,169267322033900
"""SamM @ p5lp-8y_RR"" calls 7.50",2023-08-22T03:00:19.491Z,169267321949100
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:00:18.526Z,169267321852600
"""Dyl @ fezE0bDMz0"" folds",2023-08-22T03:00:17.548Z,169267321754800
"""AP @ QgKoltaull"" raises to 7.50",2023-08-22T03:00:13.971Z,169267321397100
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:00:03.663Z,169267320366300
"""SamM @ p5lp-8y_RR"" raises to 3.00",2023-08-22T03:00:02.766Z,169267320276600
"""Mikky @ GcqIA4bYed"" posts a big blind of 1.00",2023-08-22T03:00:01.272Z,169267320127208
"""Dyl @ fezE0bDMz0"" posts a small blind of 0.50",2023-08-22T03:00:01.272Z,169267320127207
"Your hand is 5♣, 10♦",2023-08-22T03:00:01.272Z,169267320127206
"Player stacks: #1 ""AP @ QgKoltaull"" (89.25) | #3 ""Dyl @ fezE0bDMz0"" (55.00) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (117.50) | #10 ""Douglas @ dH7QCutUI5"" (85.00)",2023-08-22T03:00:01.272Z,169267320127201
"-- starting hand #38 (id: uoggzchmhzgc)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T03:00:01.272Z,169267320127200
"-- ending hand #37 --",2023-08-22T02:59:58.324Z,169267319832402
"""Dyl @ fezE0bDMz0"" collected 9.50 from pot",2023-08-22T02:59:58.324Z,169267319832401
"Uncalled bet of 4.00 returned to ""Dyl @ fezE0bDMz0""",2023-08-22T02:59:58.324Z,169267319832400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:59:57.464Z,169267319746400
"""Dyl @ fezE0bDMz0"" raises to 6.00",2023-08-22T02:59:56.107Z,169267319610700
"""Douglas @ dH7QCutUI5"" bets 2.00",2023-08-22T02:59:48.888Z,169267318888800
"""Dyl @ fezE0bDMz0"" checks",2023-08-22T02:59:45.826Z,169267318582600
"Flop:  [Q♠, 8♣, 5♣]",2023-08-22T02:59:40.225Z,169267318022500
"""Dyl @ fezE0bDMz0"" calls 2.50",2023-08-22T02:59:39.398Z,169267317939800
"""AP @ QgKoltaull"" folds",2023-08-22T02:59:37.844Z,169267317784400
"""Douglas @ dH7QCutUI5"" raises to 2.50",2023-08-22T02:59:35.758Z,169267317575800
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:59:32.691Z,169267317269100
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:59:31.798Z,169267317179800
"""Dyl @ fezE0bDMz0"" posts a big blind of 1.00",2023-08-22T02:59:30.611Z,169267317061109
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T02:59:30.611Z,169267317061108
"Your hand is 3♦, 2♦",2023-08-22T02:59:30.611Z,169267317061107
"Player stacks: #1 ""AP @ QgKoltaull"" (89.75) | #3 ""Dyl @ fezE0bDMz0"" (50.00) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (117.50) | #10 ""Douglas @ dH7QCutUI5"" (89.50)",2023-08-22T02:59:30.611Z,169267317061102
"-- starting hand #37 (id: hm4wecjucpcu)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T02:59:30.611Z,169267317061101
"The player ""Dyl @ fezE0bDMz0"" joined the game with a stack of 50.00.",2023-08-22T02:59:30.611Z,169267317061100
"-- ending hand #36 --",2023-08-22T02:59:27.673Z,169267316767302
"""SamM @ p5lp-8y_RR"" collected 14.50 from pot",2023-08-22T02:59:27.673Z,169267316767301
"Uncalled bet of 7.25 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T02:59:27.673Z,169267316767300
"""AP @ QgKoltaull"" folds",2023-08-22T02:59:26.807Z,169267316680700
"The admin approved the player ""Dyl @ fezE0bDMz0"" participation with a stack of 50.00.",2023-08-22T02:59:22.842Z,169267316284200
"The player ""Dyl @ fezE0bDMz0"" requested a seat.",2023-08-22T02:59:20.206Z,169267316020600
"""SamM @ p5lp-8y_RR"" raises to 11.25",2023-08-22T02:59:19.756Z,169267315975600
"""AP @ QgKoltaull"" bets 4.00",2023-08-22T02:59:12.291Z,169267315229100
"Flop:  [3♠, 8♠, 10♣]",2023-08-22T02:59:05.794Z,169267314579400
"""AP @ QgKoltaull"" calls 3.00",2023-08-22T02:59:04.944Z,169267314494400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:59:03.438Z,169267314343800
"""SamM @ p5lp-8y_RR"" raises to 3.00",2023-08-22T02:58:57.814Z,169267313781400
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:58:54.214Z,169267313421400
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T02:58:52.938Z,169267313293807
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T02:58:52.938Z,169267313293806
"Your hand is 5♥, 6♥",2023-08-22T02:58:52.938Z,169267313293805
"Player stacks: #1 ""AP @ QgKoltaull"" (96.75) | #6 ""Mikky @ GcqIA4bYed"" (133.50) | #8 ""SamM @ p5lp-8y_RR"" (110.00) | #10 ""Douglas @ dH7QCutUI5"" (90.00)",2023-08-22T02:58:52.938Z,169267313293801
"-- starting hand #36 (id: d0ndyr8mg5ps)  (No Limit Texas Hold'em) (dealer: ""SamM @ p5lp-8y_RR"") --",2023-08-22T02:58:52.938Z,169267313293800
"-- ending hand #35 --",2023-08-22T02:58:46.882Z,169267312688203
"""AP @ QgKoltaull"" shows a J♦, 8♦.",2023-08-22T02:58:46.882Z,169267312688202
"""Mikky @ GcqIA4bYed"" collected 65.00 from pot with Pair, 9's (combination: 9♦, 9♠, Q♣, 10♦, 8♠)",2023-08-22T02:58:46.882Z,169267312688201
"""Mikky @ GcqIA4bYed"" shows a 9♦, 10♦.",2023-08-22T02:58:46.882Z,169267312688200
"""Mikky @ GcqIA4bYed"" checks",2023-08-22T02:58:46.007Z,169267312600700
"""AP @ QgKoltaull"" checks",2023-08-22T02:58:44.145Z,169267312414500
"River: 2♦, 9♠, 3♦, 8♠ [Q♣]",2023-08-22T02:58:31.870Z,169267311187000
"""AP @ QgKoltaull"" calls 21.00",2023-08-22T02:58:31.002Z,169267311100200
"""Mikky @ GcqIA4bYed"" raises to 21.00",2023-08-22T02:58:27.946Z,169267310794600
"""AP @ QgKoltaull"" bets 5.50",2023-08-22T02:58:12.423Z,169267309242300
"Turn: 2♦, 9♠, 3♦ [8♠]",2023-08-22T02:58:01.621Z,169267308162100
"""AP @ QgKoltaull"" calls 4.75",2023-08-22T02:58:00.788Z,169267308078800
"""Mikky @ GcqIA4bYed"" bets 4.75",2023-08-22T02:57:53.641Z,169267307364100
"""AP @ QgKoltaull"" checks",2023-08-22T02:57:44.737Z,169267306473700
"Flop:  [2♦, 9♠, 3♦]",2023-08-22T02:57:41.512Z,169267306151200
"""AP @ QgKoltaull"" calls 6.00",2023-08-22T02:57:40.709Z,169267306070900
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:57:38.477Z,169267305847700
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:57:34.515Z,169267305451500
"""Mikky @ GcqIA4bYed"" raises to 6.00",2023-08-22T02:57:33.111Z,169267305311100
"""AP @ QgKoltaull"" raises to 2.00",2023-08-22T02:57:25.024Z,169267304502400
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T02:57:14.588Z,169267303458807
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T02:57:14.588Z,169267303458806
"Your hand is 3♣, 4♥",2023-08-22T02:57:14.588Z,169267303458805
"Player stacks: #1 ""AP @ QgKoltaull"" (128.50) | #6 ""Mikky @ GcqIA4bYed"" (100.25) | #8 ""SamM @ p5lp-8y_RR"" (110.50) | #10 ""Douglas @ dH7QCutUI5"" (91.00)",2023-08-22T02:57:14.588Z,169267303458801
"-- starting hand #35 (id: et4ldd61kjdh)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T02:57:14.588Z,169267303458800
"-- ending hand #34 --",2023-08-22T02:57:11.646Z,169267303164602
"""SamM @ p5lp-8y_RR"" collected 1.00 from pot",2023-08-22T02:57:11.646Z,169267303164601
"Uncalled bet of 0.50 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T02:57:11.646Z,169267303164600
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:57:10.802Z,169267303080200
"""AP @ QgKoltaull"" folds",2023-08-22T02:57:09.899Z,169267302989900
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:57:05.370Z,169267302537000
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T02:57:04.374Z,169267302437407
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T02:57:04.374Z,169267302437406
"Your hand is 5♥, K♣",2023-08-22T02:57:04.374Z,169267302437405
"Player stacks: #1 ""AP @ QgKoltaull"" (128.50) | #6 ""Mikky @ GcqIA4bYed"" (100.75) | #8 ""SamM @ p5lp-8y_RR"" (110.00) | #10 ""Douglas @ dH7QCutUI5"" (91.00)",2023-08-22T02:57:04.374Z,169267302437401
"-- starting hand #34 (id: 2wa23jnzuj4b)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T02:57:04.374Z,169267302437400
"-- ending hand #33 --",2023-08-22T02:57:01.437Z,169267302143702
"""Mikky @ GcqIA4bYed"" collected 22.50 from pot",2023-08-22T02:57:01.437Z,169267302143701
"Uncalled bet of 9.00 returned to ""Mikky @ GcqIA4bYed""",2023-08-22T02:57:01.437Z,169267302143700
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:57:00.621Z,169267302062100
"""Mikky @ GcqIA4bYed"" raises to 15.00",2023-08-22T02:56:43.880Z,169267300388000
"""Douglas @ dH7QCutUI5"" bets 6.00",2023-08-22T02:56:26.521Z,169267298652100
"""Mikky @ GcqIA4bYed"" checks",2023-08-22T02:56:18.551Z,169267297855100
"Turn: 4♠, 2♥, 8♦ [J♥]",2023-08-22T02:56:16.847Z,169267297684700
"""Mikky @ GcqIA4bYed"" calls 2.50",2023-08-22T02:56:15.995Z,169267297599500
"""Douglas @ dH7QCutUI5"" bets 2.50",2023-08-22T02:56:12.165Z,169267297216500
"""Mikky @ GcqIA4bYed"" checks",2023-08-22T02:56:09.950Z,169267296995000
"Flop:  [4♠, 2♥, 8♦]",2023-08-22T02:56:08.300Z,169267296830000
"""Mikky @ GcqIA4bYed"" calls 2.50",2023-08-22T02:56:07.462Z,169267296746200
"""AP @ QgKoltaull"" folds",2023-08-22T02:56:04.937Z,169267296493700
"""Douglas @ dH7QCutUI5"" raises to 2.50",2023-08-22T02:56:04.043Z,169267296404300
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:56:01.721Z,169267296172100
"""Mikky @ GcqIA4bYed"" posts a big blind of 1.00",2023-08-22T02:56:00.826Z,169267296082607
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T02:56:00.826Z,169267296082606
"Your hand is 8♠, 7♦",2023-08-22T02:56:00.826Z,169267296082605
"Player stacks: #1 ""AP @ QgKoltaull"" (129.00) | #6 ""Mikky @ GcqIA4bYed"" (89.25) | #8 ""SamM @ p5lp-8y_RR"" (110.00) | #10 ""Douglas @ dH7QCutUI5"" (102.00)",2023-08-22T02:56:00.826Z,169267296082601
"-- starting hand #33 (id: q3zbqrda6fct)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T02:56:00.826Z,169267296082600
"-- ending hand #32 --",2023-08-22T02:55:57.885Z,169267295788502
"""SamM @ p5lp-8y_RR"" collected 7.50 from pot",2023-08-22T02:55:57.885Z,169267295788501
"Uncalled bet of 6.00 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T02:55:57.885Z,169267295788500
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:55:57.044Z,169267295704400
"""AP @ QgKoltaull"" folds",2023-08-22T02:55:51.802Z,169267295180200
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:55:47.915Z,169267294791500
"""SamM @ p5lp-8y_RR"" raises to 9.00",2023-08-22T02:55:47.003Z,169267294700300
"""Mikky @ GcqIA4bYed"" raises to 3.00",2023-08-22T02:55:45.032Z,169267294503200
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T02:55:40.728Z,169267294072807
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T02:55:40.728Z,169267294072806
"Your hand is 6♠, 5♦",2023-08-22T02:55:40.728Z,169267294072805
"Player stacks: #1 ""AP @ QgKoltaull"" (130.00) | #6 ""Mikky @ GcqIA4bYed"" (92.25) | #8 ""SamM @ p5lp-8y_RR"" (105.50) | #10 ""Douglas @ dH7QCutUI5"" (102.50)",2023-08-22T02:55:40.728Z,169267294072801
"-- starting hand #32 (id: eom52a37gpto)  (No Limit Texas Hold'em) (dealer: ""SamM @ p5lp-8y_RR"") --",2023-08-22T02:55:40.728Z,169267294072800
"-- ending hand #31 --",2023-08-22T02:55:37.766Z,169267293776602
"""SamM @ p5lp-8y_RR"" collected 2.00 from pot",2023-08-22T02:55:37.766Z,169267293776601
"Uncalled bet of 2.50 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T02:55:37.766Z,169267293776600
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:55:36.931Z,169267293693100
"""SamM @ p5lp-8y_RR"" raises to 3.50",2023-08-22T02:55:34.456Z,169267293445600
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:55:32.393Z,169267293239300
"""AP @ QgKoltaull"" folds",2023-08-22T02:55:31.445Z,169267293144500
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T02:55:29.913Z,169267292991307
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T02:55:29.913Z,169267292991306
"Your hand is 8♠, J♦",2023-08-22T02:55:29.913Z,169267292991305
"Player stacks: #1 ""AP @ QgKoltaull"" (130.00) | #6 ""Mikky @ GcqIA4bYed"" (92.25) | #8 ""SamM @ p5lp-8y_RR"" (104.50) | #10 ""Douglas @ dH7QCutUI5"" (103.50)",2023-08-22T02:55:29.913Z,169267292991301
"-- starting hand #31 (id: xw3oukj6otsh)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T02:55:29.913Z,169267292991300
"-- ending hand #30 --",2023-08-22T02:55:26.937Z,169267292693702
"""Douglas @ dH7QCutUI5"" collected 2.50 from pot",2023-08-22T02:55:26.937Z,169267292693701
"Uncalled bet of 2.00 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T02:55:26.937Z,169267292693700
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:55:26.113Z,169267292611300
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:55:24.704Z,169267292470400
"""AP @ QgKoltaull"" folds",2023-08-22T02:55:23.752Z,169267292375200
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T02:55:17.379Z,169267291737900
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T02:55:14.267Z,169267291426707
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T02:55:14.267Z,169267291426706
"Your hand is J♦, 7♦",2023-08-22T02:55:14.267Z,169267291426705
"Player stacks: #1 ""AP @ QgKoltaull"" (130.00) | #6 ""Mikky @ GcqIA4bYed"" (92.75) | #8 ""SamM @ p5lp-8y_RR"" (105.50) | #10 ""Douglas @ dH7QCutUI5"" (102.00)",2023-08-22T02:55:14.267Z,169267291426701
"-- starting hand #30 (id: fgigj6z2pobj)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T02:55:14.267Z,169267291426700
"-- ending hand #29 --",2023-08-22T02:55:11.290Z,169267291129002
"""AP @ QgKoltaull"" collected 15.00 from pot",2023-08-22T02:55:11.290Z,169267291129001
"Uncalled bet of 10.00 returned to ""AP @ QgKoltaull""",2023-08-22T02:55:11.290Z,169267291129000
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:55:10.456Z,169267291045600
"""AP @ QgKoltaull"" bets 10.00",2023-08-22T02:55:09.122Z,169267290912200
"Flop:  [2♠, 9♠, Q♠]",2023-08-22T02:55:00.815Z,169267290081500
"""SamM @ p5lp-8y_RR"" calls 7.00",2023-08-22T02:54:59.954Z,169267289995400
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:54:58.722Z,169267289872200
"""AP @ QgKoltaull"" raises to 7.00",2023-08-22T02:54:57.592Z,169267289759200
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:54:52.830Z,169267289283000
"""SamM @ p5lp-8y_RR"" raises to 3.00",2023-08-22T02:54:51.973Z,169267289197300
"""Mikky @ GcqIA4bYed"" posts a big blind of 1.00",2023-08-22T02:54:45.252Z,169267288525207
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T02:54:45.252Z,169267288525206
"Your hand is 5♠, 4♥",2023-08-22T02:54:45.252Z,169267288525205
"Player stacks: #1 ""AP @ QgKoltaull"" (122.00) | #6 ""Mikky @ GcqIA4bYed"" (93.75) | #8 ""SamM @ p5lp-8y_RR"" (112.50) | #10 ""Douglas @ dH7QCutUI5"" (102.00)",2023-08-22T02:54:45.252Z,169267288525201
"-- starting hand #29 (id: ujrszzhafofs)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T02:54:45.252Z,169267288525200
"-- ending hand #28 --",2023-08-22T02:54:39.243Z,169267287924303
"""Douglas @ dH7QCutUI5"" shows a K♣, 10♦.",2023-08-22T02:54:39.243Z,169267287924302
"""AP @ QgKoltaull"" collected 12.00 from pot with Pair, 6's (combination: 6♠, 6♦, K♠, J♠, 8♦)",2023-08-22T02:54:39.243Z,169267287924301
"""AP @ QgKoltaull"" shows a J♠, K♠.",2023-08-22T02:54:39.243Z,169267287924300
"""AP @ QgKoltaull"" checks",2023-08-22T02:54:38.408Z,169267287840800
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T02:54:36.074Z,169267287607400
"River: 4♦, 8♦, 6♠, 5♠ [6♦]",2023-08-22T02:54:24.018Z,169267286401800
"""AP @ QgKoltaull"" calls 3.00",2023-08-22T02:54:23.175Z,169267286317500
"""Douglas @ dH7QCutUI5"" bets 3.00",2023-08-22T02:54:21.540Z,169267286154000
"Turn: 4♦, 8♦, 6♠ [5♠]",2023-08-22T02:54:14.717Z,169267285471700
"""AP @ QgKoltaull"" checks",2023-08-22T02:54:13.864Z,169267285386400
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T02:54:10.413Z,169267285041300
"Flop:  [4♦, 8♦, 6♠]",2023-08-22T02:54:08.991Z,169267284899100
"""Douglas @ dH7QCutUI5"" calls 3.00",2023-08-22T02:54:08.119Z,169267284811900
"""AP @ QgKoltaull"" raises to 3.00",2023-08-22T02:54:01.431Z,169267284143100
"""Douglas @ dH7QCutUI5"" calls 1.00",2023-08-22T02:53:50.947Z,169267283094700
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:53:44.750Z,169267282475000
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:53:43.798Z,169267282379800
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T02:53:42.868Z,169267282286807
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T02:53:42.868Z,169267282286806
"Your hand is K♣, 10♦",2023-08-22T02:53:42.868Z,169267282286805
"Player stacks: #1 ""AP @ QgKoltaull"" (116.00) | #6 ""Mikky @ GcqIA4bYed"" (93.75) | #8 ""SamM @ p5lp-8y_RR"" (112.50) | #10 ""Douglas @ dH7QCutUI5"" (108.00)",2023-08-22T02:53:42.868Z,169267282286801
"-- starting hand #28 (id: 2ghwawapp56m)  (No Limit Texas Hold'em) (dealer: ""SamM @ p5lp-8y_RR"") --",2023-08-22T02:53:42.868Z,169267282286800
"-- ending hand #27 --",2023-08-22T02:53:39.950Z,169267281995002
"""Douglas @ dH7QCutUI5"" collected 6.50 from pot",2023-08-22T02:53:39.950Z,169267281995001
"Uncalled bet of 7.00 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T02:53:39.950Z,169267281995000
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:53:39.062Z,169267281906200
"""Douglas @ dH7QCutUI5"" raises to 10.00",2023-08-22T02:53:32.170Z,169267281217000
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T02:53:24.496Z,169267280449600
"""Mikky @ GcqIA4bYed"" raises to 3.00",2023-08-22T02:53:23.561Z,169267280356100
"""AP @ QgKoltaull"" folds",2023-08-22T02:53:20.920Z,169267280092000
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T02:53:19.458Z,169267279945807
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T02:53:19.458Z,169267279945806
"Your hand is 10♠, 8♠",2023-08-22T02:53:19.458Z,169267279945805
"Player stacks: #1 ""AP @ QgKoltaull"" (116.00) | #6 ""Mikky @ GcqIA4bYed"" (96.75) | #8 ""SamM @ p5lp-8y_RR"" (113.00) | #10 ""Douglas @ dH7QCutUI5"" (104.50)",2023-08-22T02:53:19.458Z,169267279945801
"-- starting hand #27 (id: u2gvp9u780tl)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T02:53:19.458Z,169267279945800
"-- ending hand #26 --",2023-08-22T02:53:16.532Z,169267279653202
"""SamM @ p5lp-8y_RR"" collected 1.00 from pot",2023-08-22T02:53:16.532Z,169267279653201
"Uncalled bet of 0.50 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T02:53:16.532Z,169267279653200
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T02:53:15.659Z,169267279565900
"""AP @ QgKoltaull"" folds",2023-08-22T02:53:13.343Z,169267279334300
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T02:53:12.359Z,169267279235900
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T02:53:10.210Z,169267279021007
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T02:53:10.210Z,169267279021006
"Your hand is Q♥, 7♠",2023-08-22T02:53:10.210Z,169267279021005
"Player stacks: #1 ""AP @ QgKoltaull"" (116.00) | #6 ""Mikky @ GcqIA4bYed"" (97.25) | #8 ""SamM @ p5lp-8y_RR"" (112.50) | #10 ""Douglas @ dH7QCutUI5"" (104.50)",2023-08-22T02:53:10.210Z,169267279021001
"-- starting hand #26 (id: hhud8ahmlype)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T02:53:10.210Z,169267279021000
